Segment_ID,State,County,Road_Type,Functional_Class,AADT,Truck_Percent,Speed_Limit,Lane_Count,Shoulder_Width_ft,Pavement_Type,Pavement_Age_yrs,Roughness_IRI,Rutting_mm,Faulting_mm,Cracking_Percent,Structural_Capacity,Surface_Distress_Index,Maintenance_History,Last_Maintenance_Year,Climate_Zone,Precipitation_mm,Freezing_Days,PCI,Rehabilitation_Cost_USD,Years_Since_Last_Rehab
294,CA,King,Rural,Principal Arterial,13109,18.54,35,4,5,Composite,31,65.3,13.48,3.46,61.25,1.49,42.62,Reconstruction,1998,Arid,249.27,9,1.75,310931.74,27
295,CA,Harris,Rural,Local,23010,17.5,55,3,8,Concrete,34,197.73,16.09,3.48,73.8,4.24,94.58,Resurface,2012,Temperate,1453.12,22,72.01,713122.97,13
296,FL,Orange,Rural,Local,9787,11.33,70,1,5,Concrete,30,297.3,13.18,4.69,76.73,2.93,21.77,None,2003,Temperate,1928.79,14,61.79,225577.41,22
297,IL,Cook,Interstate,Minor Arterial,9472,21.33,45,3,10,Concrete,16,91.71,7.96,3.34,90.54,2.8,25.67,Patch,2000,Continental,513.9,117,69.44,758377.01,25
298,OH,King,Urban,Local,24383,15.03,45,4,3,Concrete,46,61.67,10.27,1.07,40.95,2.7,10.09,None,1996,Cold,760.34,75,21.43,543590.42,29
299,NY,Fulton,Urban,Minor Arterial,62709,6.42,35,3,7,Concrete,8,244.88,16.06,1.46,95.31,3.04,60.56,Patch,2020,Temperate,1249.17,106,68.74,848105.74,5
300,GA,Orange,Rural,Principal Arterial,70785,11.26,45,1,8,Composite,9,113.15,7.47,0.33,86.54,4.78,67.99,Reconstruction,2013,Tropical,1518.31,16,59.64,79870.36,12
301,WA,Duval,Interstate,Minor Arterial,35518,23.71,45,1,5,Asphalt,7,257.41,7.76,4.7,29.65,3.19,64.29,Resurface,2015,Continental,819.87,81,36.61,57569.28,10
302,WA,Harris,Interstate,Local,54909,22.01,25,3,7,Composite,20,225.98,1.91,9.54,15.93,4.81,86.11,None,2019,Continental,1395.67,13,43.78,375422.91,6
303,TX,Duval,Urban,Principal Arterial,19351,24.64,55,2,8,Composite,12,286.42,18.29,1.16,43.54,1.72,48.64,Patch,2023,Cold,1818.7,80,56.79,498662.23,2
304,IL,Cuyahoga,Interstate,Collector,70624,17.56,55,4,5,Composite,49,152.23,1.82,9.46,40.19,3.9,13.45,Reconstruction,1994,Tropical,1507.81,78,49.33,872982.31,31
305,CA,Orange,Interstate,Minor Arterial,54330,9.95,25,4,9,Composite,4,215.49,12.96,7.33,57.57,4.25,28.94,Resurface,1994,Tropical,1479.84,75,64.18,636208.76,31
306,NY,Duval,Interstate,Principal Arterial,16282,8.26,25,3,10,Asphalt,5,166.21,8.26,6.37,58.34,3.72,66.24,Resurface,2008,Cold,887.55,15,18.1,342190.21,17
307,FL,Bexar,State Highway,Minor Arterial,85866,8.74,45,2,2,Composite,29,207.65,8.11,6.45,75,3.43,61.31,Resurface,2017,Arid,1840.57,31,54.07,129636.39,8
308,CA,Bexar,Rural,Principal Arterial,22778,5.4,65,1,8,Concrete,30,162.4,13.59,8.27,50.99,3.26,53.1,Reconstruction,2015,Tropical,699.18,22,45.03,134376.39,10
309,GA,King,Urban,Principal Arterial,25264,12.81,70,5,10,Composite,16,97.16,1.34,1.07,10.48,4.44,68.3,Reconstruction,2012,Arid,569.5,101,46.1,825024.71,13
310,IL,Harris,Urban,Minor Arterial,60675,8.83,70,5,11,Composite,10,176.97,11.87,5.05,85.83,4.29,63.74,Reconstruction,2019,Arid,855.6,33,46.94,1108779.8,6
311,GA,Cook,State Highway,Collector,6075,13.23,45,3,6,Asphalt,19,182.15,15.44,6.97,30.98,1.49,88.13,Resurface,1992,Continental,1370.28,97,88.15,634478.97,33
312,OH,Orange,Rural,Principal Arterial,76948,23.7,70,2,3,Asphalt,47,252.65,16.56,5.87,97.13,4.39,58.6,None,2017,Continental,1751.02,15,81.86,573672.45,8
313,FL,King,Urban,Principal Arterial,49454,13.61,25,2,11,Concrete,8,233.88,3.41,8.33,11.79,2.66,77.86,Patch,2022,Temperate,437.74,33,62.96,150197.96,3
314,OH,Fulton,Interstate,Principal Arterial,29365,22.56,55,4,7,Composite,1,215.95,17.95,0.72,95.83,2.01,24.87,Reconstruction,1992,Continental,1664.84,103,71.65,536340.12,33
315,TX,Cuyahoga,Urban,Collector,73766,17.11,70,1,8,Composite,36,78.35,13.12,6.91,9.1,4.48,67.82,None,1994,Tropical,1663.08,70,4.28,170394.52,31
316,GA,Harris,Interstate,Collector,49200,9.94,45,2,3,Composite,0,230.15,17.64,5.34,23.1,2.73,90.22,Patch,2008,Tropical,1256.45,32,74.4,435347.9,17
317,TX,Orange,State Highway,Local,12002,12.12,65,5,3,Concrete,3,175.08,9.71,3.79,4.66,4.23,38.57,Resurface,1990,Arid,1569.17,67,48.62,869314.61,35
318,WA,Bexar,Interstate,Minor Arterial,14947,6.68,45,1,11,Asphalt,35,273.52,10.84,3.4,70.51,2.05,77.91,None,1998,Tropical,527.39,42,31.77,278189.56,27
319,OH,Orange,Urban,Collector,80222,11.67,35,1,11,Concrete,24,279.97,18.38,6.21,85.03,1.02,72.48,Resurface,1994,Continental,505.25,63,13.98,202168.09,31
320,IL,Cook,Urban,Minor Arterial,79610,18.55,45,3,2,Composite,2,63.79,18,8.91,43.41,2.98,5.95,Patch,2023,Continental,1753.04,115,7.52,179749.06,2
321,GA,Bexar,Urban,Local,53142,6.44,25,2,5,Asphalt,8,255.16,8.96,4.96,92.85,1.4,58.15,Reconstruction,2022,Continental,1096.67,70,4.49,156827.98,3
322,NY,Cook,State Highway,Minor Arterial,57307,9.11,55,3,8,Asphalt,21,59.42,5.49,8.25,59.03,4.02,13.02,Resurface,2014,Cold,642.69,17,16.18,715121.67,11
323,FL,Fulton,State Highway,Collector,5493,12.63,55,2,10,Concrete,22,141.79,7.86,4.02,63,2.1,96.73,None,2018,Tropical,1439.71,67,3.01,457893.85,7
324,CA,Cuyahoga,Rural,Minor Arterial,51085,24.64,70,4,4,Asphalt,11,185.57,7.76,1.02,84.54,2.77,81.14,Reconstruction,2014,Temperate,1805.38,112,73.26,353497,11
325,IL,Fulton,Urban,Collector,35228,20.7,25,3,8,Asphalt,9,87.03,5.74,0.62,29.68,1.35,10.97,None,1998,Tropical,1338.18,60,24.86,194181.5,27
326,IL,King,Interstate,Minor Arterial,80676,19.67,35,3,8,Composite,33,236.58,5.37,0.51,35.43,2.15,12.18,Patch,1992,Tropical,825.22,74,36.87,584038.39,33
327,TX,King,State Highway,Collector,52875,7.32,25,5,8,Composite,42,52.09,17.22,3.8,90.6,4.13,59.45,Patch,2004,Cold,1069.83,106,82.27,1044673.54,21
328,OH,Fulton,Urban,Collector,32655,20.62,45,3,3,Asphalt,9,92.15,1.4,3.37,90.1,1.61,34.49,Reconstruction,1993,Tropical,1554.09,19,11.47,251474.73,32
329,GA,Cuyahoga,Urban,Minor Arterial,44472,20.71,25,2,7,Asphalt,29,195.2,13.55,7.18,97.65,3.59,3.49,None,2009,Arid,321.5,10,83.56,336809.66,16
330,GA,Fulton,State Highway,Local,50437,17.02,25,5,3,Concrete,21,228.6,3.46,7.43,90.18,4.67,54.16,None,2012,Continental,590.9,78,63.95,632289.41,13
331,WA,Cuyahoga,Rural,Principal Arterial,50416,24.81,35,3,7,Concrete,5,279.16,6.89,0.51,12.74,3.72,38.78,None,1997,Continental,1032.65,45,34.2,848479.23,28
332,WA,Cuyahoga,State Highway,Local,60711,11.51,45,3,11,Asphalt,49,226.37,1.23,2.21,82.37,4.24,10.11,None,2022,Cold,1287.63,63,11.78,314399.85,3
333,FL,Duval,State Highway,Minor Arterial,7816,23.83,65,4,4,Composite,1,217.94,5.4,2.74,40.98,1.44,80.19,Patch,2022,Continental,810.5,80,9.15,933260.73,3
334,TX,Bexar,Interstate,Local,78175,23.29,65,3,3,Asphalt,29,148.59,15.37,5.48,99.08,2,91.51,None,1996,Arid,737.1,97,33.55,538600.44,29
335,IL,Harris,Interstate,Collector,65307,5.23,55,1,7,Asphalt,1,50.32,17.7,1.45,47.23,4.58,75.66,Patch,2011,Cold,274.49,113,14.03,52880.25,14
336,GA,Cuyahoga,Rural,Principal Arterial,47733,14,70,5,3,Composite,31,80.04,4.43,1.34,55.38,3.86,82.24,None,1994,Temperate,258.68,111,26.77,896248.23,31
337,NY,Cook,Urban,Minor Arterial,12240,24.54,25,1,6,Composite,41,183.64,9.27,9.44,52.98,3.56,21.65,None,2004,Continental,701.65,75,5.3,74868.04,21
338,TX,Cuyahoga,State Highway,Minor Arterial,72363,7.06,55,5,3,Concrete,15,218.78,9.41,8.04,32.17,3.66,26.36,Resurface,2010,Tropical,1154.91,105,59.5,1073827.74,15
339,FL,Cuyahoga,Rural,Minor Arterial,33762,15.96,35,4,4,Concrete,11,154.36,17.47,1.81,7.5,2.66,20.85,Resurface,2014,Arid,1201.47,27,14.53,765523.53,11
340,FL,Cuyahoga,Interstate,Principal Arterial,9259,24.58,65,3,4,Concrete,0,232.67,15.26,4.07,89.57,1.18,76.51,None,2006,Arid,1089.25,47,75.67,157820.42,19
341,TX,Duval,State Highway,Collector,51139,16.11,25,3,7,Concrete,7,180.47,10.26,3.56,80.27,4.14,94.79,Patch,1996,Continental,937.79,34,21.82,303519.62,29
342,FL,Bexar,Urban,Minor Arterial,15849,8.8,35,3,7,Composite,47,68.54,13.41,7.91,13.95,3.71,71.68,None,2008,Temperate,654.12,7,79.8,732168.79,17
343,TX,Duval,Interstate,Local,82768,16.64,70,5,11,Asphalt,49,98,16.95,5.1,77.68,2.89,88.15,Resurface,1996,Tropical,921.25,90,18.99,594715.77,29
344,CA,King,Interstate,Minor Arterial,55869,9.09,35,3,4,Concrete,12,260,0.19,1.28,62.58,4.6,63.87,None,2013,Temperate,449.77,21,72.14,524462.55,12
345,TX,Duval,Interstate,Minor Arterial,64095,15.39,25,1,4,Concrete,14,231.23,8.06,7.39,40.91,2.34,38.77,Resurface,2000,Temperate,407.47,117,33.31,127999.65,25
346,OH,Cook,Rural,Minor Arterial,71910,6.48,70,3,2,Composite,43,273.69,18.14,3.97,25.4,2.18,42.58,None,1990,Continental,739.9,23,58.31,841145.14,35
347,TX,Cook,Urban,Minor Arterial,87710,17.11,35,4,8,Composite,7,79.39,14.81,2.63,85.97,4.49,7.53,Reconstruction,2021,Tropical,1991.63,65,3.87,736577.02,4
348,FL,Duval,State Highway,Collector,24567,15.34,70,1,9,Asphalt,9,297.56,10.86,3.75,70.02,4.19,3.15,None,1991,Continental,787.69,94,49.52,224043.38,34
349,GA,Bexar,Rural,Local,36292,19.8,25,3,3,Asphalt,45,102.35,10.59,4.98,54.77,3.06,69.55,Patch,2004,Continental,1885.62,85,14.87,212607.08,21
350,OH,Fulton,Rural,Collector,75813,17.61,25,3,5,Composite,4,52.94,6.96,3.43,60.96,1.52,43.84,Resurface,2010,Arid,906.07,63,48.63,180251.99,15
351,FL,Harris,Rural,Local,52631,15.99,70,2,11,Concrete,49,299.36,10.41,2.42,9.11,1.86,55.22,Reconstruction,2013,Continental,990.22,64,14.14,229614.1,12
352,WA,Bexar,Interstate,Minor Arterial,10885,18.8,45,5,8,Concrete,18,120.27,13.11,3.99,47.39,3.62,55.77,Resurface,2006,Cold,1634.71,13,43.71,636417.87,19
353,WA,Duval,Urban,Principal Arterial,60659,7.88,55,1,9,Concrete,46,217,8.37,0.19,19.37,2.54,27.74,Resurface,1998,Tropical,368.55,24,11.06,221920.14,27
354,GA,Cuyahoga,Rural,Collector,55306,16.91,35,2,2,Asphalt,37,94.17,14.28,7.72,20.84,4.35,47.59,Patch,2024,Arid,528.16,99,22,384565.25,1
355,GA,Orange,State Highway,Principal Arterial,67314,8.44,35,4,5,Concrete,10,195.06,17.22,1.71,66.13,4.8,47.08,None,2009,Tropical,1952.91,99,59.51,574579.61,16
356,OH,Harris,Urban,Collector,66087,23.51,45,5,7,Concrete,42,276.01,3.09,0.44,91.13,4.22,38.84,Patch,2008,Arid,1110.65,104,97.67,1067646.86,17
357,CA,Harris,State Highway,Minor Arterial,30165,6.37,45,1,4,Composite,19,130.05,9.03,6.54,40.38,2.51,82.07,None,2007,Cold,279.76,2,44.92,90891.44,18
358,GA,Cook,Urban,Collector,59929,13.61,45,3,6,Concrete,19,217.56,8.16,7.74,20.77,4.15,45.12,Reconstruction,2009,Continental,285.29,4,68.72,197617.27,16
359,WA,Harris,State Highway,Minor Arterial,68028,18.92,65,1,11,Composite,20,96.98,13.75,8.14,64.87,2.41,60.36,Patch,2019,Arid,1833.03,64,53.94,263626.27,6
360,TX,Duval,Interstate,Collector,50812,14.16,65,3,10,Concrete,17,206.2,5,4.94,87.12,1.67,89.55,Patch,1990,Arid,1772.06,53,49.84,572959.6,35
361,FL,Cuyahoga,Rural,Minor Arterial,51500,6.84,70,5,4,Asphalt,49,134.11,12.81,2.05,74.83,1.13,86.62,Resurface,2013,Arid,1025.12,18,6.47,1061369.09,12
362,WA,Cuyahoga,State Highway,Minor Arterial,80151,16.07,65,3,6,Concrete,9,102.8,17.55,7.37,86.88,2.54,89.04,Patch,2013,Cold,493.8,96,14.43,380431.69,12
363,WA,King,Urban,Local,59643,17.83,25,4,9,Concrete,33,128.3,8.36,7,53.66,4.61,27,None,2008,Tropical,1694.51,105,88.31,571954.96,17
364,CA,Cuyahoga,Rural,Minor Arterial,45900,19.08,70,3,7,Composite,25,94.71,18.22,2.46,75.19,1.96,3.5,Patch,2019,Cold,784.28,53,41.02,211775.59,6
365,OH,Bexar,Rural,Local,43946,12.47,35,4,5,Composite,29,275.48,19.86,9.03,14.01,1.83,26.11,Patch,2015,Arid,954.31,93,61.43,1056988.19,10
366,OH,Cuyahoga,Urban,Minor Arterial,8851,16.27,55,5,9,Composite,8,149.3,2.12,1.04,34.83,4.88,27.87,Reconstruction,2018,Arid,1428.46,75,52.82,990549.31,7
367,IL,Cook,State Highway,Principal Arterial,17288,14.01,25,5,4,Concrete,45,111.32,4.66,9.83,38.95,1.1,90.94,None,2002,Continental,836.12,9,37.89,354534.58,23
368,CA,Cuyahoga,Interstate,Minor Arterial,73692,18.44,35,1,4,Concrete,30,162.1,19.01,8.6,51.13,4.14,64.92,Resurface,1993,Cold,1331.61,97,38.78,251132.4,32
369,TX,King,Interstate,Principal Arterial,68580,16.67,35,4,5,Asphalt,41,130.13,19.17,6.88,92.91,2.29,8.17,None,2006,Cold,1793.51,15,55.55,644115.37,19
370,OH,Orange,State Highway,Principal Arterial,8368,15.52,70,4,10,Concrete,3,236.1,1.95,9.39,87.43,1.15,13.54,Reconstruction,2022,Temperate,1635.27,103,14.11,965101.35,3
371,FL,Duval,Rural,Minor Arterial,86436,9.99,45,2,6,Asphalt,5,292.8,0.3,7.22,13.45,4.67,15.57,None,1994,Tropical,886.9,45,38.73,106309.93,31
372,GA,Cook,Rural,Principal Arterial,47403,5.04,45,2,9,Composite,13,159.51,3.22,1.9,17.28,1.56,63.04,None,2017,Temperate,718.29,28,44.7,114369.85,8
373,CA,Bexar,Rural,Local,10168,8.48,25,2,7,Composite,3,265.26,19.92,4.42,35.76,3.21,73.54,Patch,2013,Temperate,713.92,14,98.51,185391.48,12
374,GA,Orange,Rural,Collector,87497,7.34,45,3,4,Composite,25,191.47,3.6,0.72,29.07,2.1,85.96,Patch,2006,Tropical,827.46,47,35.15,308187.42,19
375,WA,Cook,State Highway,Minor Arterial,50879,13.98,35,2,9,Asphalt,46,89.31,10.05,3.9,61.48,1.26,94.06,None,2000,Continental,1088.33,10,64.46,481977.77,25
376,FL,Fulton,Rural,Principal Arterial,60871,17.25,45,4,10,Concrete,47,222.66,16.97,7.42,90.28,1.2,20.17,None,2001,Continental,949.88,107,13.74,906694.16,24
377,FL,Harris,Urban,Minor Arterial,33174,9.26,65,3,9,Composite,38,178.36,0.41,3.86,96.23,1.46,30.98,Resurface,2002,Tropical,439.41,33,6.55,612066.09,23
378,WA,Fulton,Rural,Local,7581,23.78,45,5,5,Concrete,16,212.65,12.09,3.3,65.36,1.29,24.03,Reconstruction,1997,Tropical,494.22,35,87.15,1356073.62,28
379,CA,Cuyahoga,Interstate,Minor Arterial,72853,5.13,35,1,7,Concrete,18,272.42,5.54,5.95,83.82,4.04,35.88,Patch,1990,Cold,817.27,29,73.07,111787.2,35
380,WA,Orange,Rural,Minor Arterial,65046,20.45,70,2,2,Composite,48,160.11,17.25,8.72,52.52,2.94,91.47,Patch,1998,Cold,1211.72,98,31.75,552202.45,27
381,GA,Cuyahoga,State Highway,Principal Arterial,50678,17.5,25,5,5,Asphalt,5,275.29,5.67,0.48,20.83,2.37,57.51,Patch,2017,Cold,1266.8,72,50.46,1386838.84,8
382,IL,Harris,Interstate,Local,27649,12.47,55,4,9,Concrete,28,237.67,13.74,3.85,52.47,2.67,73.82,Patch,1991,Cold,1075.17,81,13.57,634259.76,34
383,FL,Cook,State Highway,Collector,89668,6.01,45,1,2,Composite,10,172.15,13.48,1.58,55.51,4.72,49.01,None,2003,Arid,1529.8,18,70.72,73596.55,22
384,NY,Harris,State Highway,Collector,83325,17.55,35,5,4,Concrete,15,200.81,4.43,6.95,74.25,4.64,2.89,None,2002,Arid,1527.05,102,7.03,1158199.89,23
385,NY,King,Interstate,Principal Arterial,15567,12.71,55,1,2,Concrete,29,131.4,0.7,1.06,21.99,3.86,6.42,Resurface,1991,Continental,969.73,67,75.7,134232.17,34
386,GA,Harris,State Highway,Minor Arterial,81404,23.73,55,2,10,Concrete,24,295.9,8.18,6.65,36.83,4.54,53.79,Patch,1993,Arid,423.99,69,54.68,497464.76,32
387,TX,King,State Highway,Principal Arterial,62944,15.84,65,4,3,Concrete,39,216.84,5.78,2.86,36.4,2.28,71.88,Patch,2001,Arid,1154.31,114,27.89,363690.28,24
388,OH,Harris,Rural,Principal Arterial,79002,23.79,55,1,10,Concrete,10,60.96,16.18,1.99,95.94,2.52,21.53,None,1999,Cold,886.64,32,86.26,184878.78,26
389,WA,Duval,Urban,Principal Arterial,29803,9.41,70,5,5,Asphalt,6,131.66,16.01,9.36,44.39,3.45,72.19,Resurface,1992,Cold,448.26,95,98.61,885092.16,33
390,WA,King,State Highway,Minor Arterial,19230,19.51,35,2,3,Asphalt,25,205.83,9.14,0.19,75.51,3.49,81.07,None,1993,Tropical,1967.27,79,25.43,150157.25,32
391,TX,Orange,State Highway,Local,18862,17.34,35,2,5,Composite,21,64.08,12.13,4.38,75.08,2.93,41.19,Patch,1995,Cold,865.56,74,80.62,281666.41,30
392,TX,Cuyahoga,State Highway,Principal Arterial,44355,19.79,45,5,11,Asphalt,24,55.97,12.09,0.22,26.55,2.6,74.64,Patch,2012,Tropical,1326.44,21,75.02,355944.14,13
393,GA,Bexar,Rural,Minor Arterial,32259,9.29,45,5,7,Asphalt,18,162.51,16.54,4.84,57.19,4.94,40.4,Reconstruction,1994,Tropical,1082.23,35,74.72,830925.39,31
394,GA,Cuyahoga,Urban,Local,88445,18.3,45,1,8,Asphalt,30,133.17,8.5,5.01,89.43,4.28,67.84,Reconstruction,1992,Arid,457.09,113,95.72,260726.14,33
395,TX,Fulton,Interstate,Principal Arterial,31795,14.96,70,3,4,Concrete,25,159.57,5.51,3.22,47.52,2.74,76.4,Reconstruction,1999,Cold,299.98,22,48.66,352653.57,26
396,FL,Cuyahoga,Rural,Collector,9770,19.86,55,2,4,Concrete,41,115.67,5.3,1.32,94.51,3.91,99.19,Resurface,2008,Arid,1326.38,62,67.42,482430.99,17
397,GA,Cook,Rural,Local,12093,11.54,55,1,11,Composite,40,91.18,10.72,3.76,21.45,2.08,34.54,None,2003,Cold,644.64,25,82.39,95856.85,22
398,IL,Duval,Urban,Principal Arterial,47571,22.8,65,5,9,Composite,35,222.29,8.98,6.72,7.42,1.4,41.1,Patch,2010,Arid,638.58,59,47.95,1092168.66,15
399,GA,Harris,Urban,Local,1193,6.69,70,1,6,Composite,22,178.64,8.8,7.82,89.15,2.41,16.56,Patch,2017,Arid,1922.56,94,48.14,278884.35,8
400,WA,Fulton,Rural,Local,18569,21.14,45,5,5,Concrete,46,100.04,1.82,5.31,84.77,2.61,20.41,Resurface,2010,Arid,1031.19,92,31.87,654910.1,15
401,GA,Cook,Interstate,Local,12190,22.23,25,4,8,Asphalt,12,129.9,14.37,5.9,99.26,1.07,69.34,Patch,2013,Continental,252.97,4,78.08,1100411.64,12
402,FL,Cook,Rural,Local,63824,21.35,65,5,8,Asphalt,24,197.95,4.27,2.01,67.94,4.26,91.7,Patch,2006,Arid,811.72,53,68.62,881776.16,19
403,TX,King,Urban,Local,43752,15.25,25,5,10,Concrete,1,68.06,3.94,2.87,93.67,2.44,39.46,None,2011,Temperate,1252.08,37,45.11,646006.42,14
404,WA,Cuyahoga,Interstate,Local,33327,13.77,55,5,10,Composite,1,86.86,8.26,1.62,82.69,3.32,17.98,Reconstruction,2008,Temperate,791.42,61,41.93,1370635.29,17
405,GA,Orange,Urban,Principal Arterial,43070,24.93,65,3,6,Composite,15,68.31,4.56,2.49,84.44,1.3,28.51,Reconstruction,1999,Temperate,248.33,24,7.26,174027.95,26
406,FL,Bexar,Interstate,Collector,86925,9.58,65,5,9,Composite,8,253.08,11.68,2.25,56.91,1.7,45.51,Resurface,2000,Tropical,999.76,97,0.65,285023.56,25
407,IL,Orange,State Highway,Minor Arterial,41197,15.94,35,2,11,Concrete,27,238.1,7.43,5.19,38.24,4.56,29.07,Reconstruction,1991,Arid,390.63,11,52.89,399914.8,34
408,GA,Fulton,Urban,Local,3261,18.41,55,2,2,Composite,12,238.33,8.98,5.63,93.46,3.43,23.36,Reconstruction,2022,Temperate,1314.49,21,41.75,498375.36,3
409,FL,Duval,Urban,Minor Arterial,27512,19.02,55,1,10,Composite,34,229.08,10.74,9.45,43.21,4.8,73.6,Resurface,2020,Tropical,1315.26,8,79.6,237886.58,5
410,IL,Orange,Rural,Principal Arterial,7716,9.08,70,3,9,Concrete,40,217.35,4.07,1.96,53.88,5,0.78,Resurface,2024,Temperate,267.97,83,54.27,209602.13,1
411,TX,Harris,Urban,Local,87795,18.08,65,1,7,Asphalt,12,169.25,3.12,6.42,44.61,2.49,53.92,Reconstruction,2012,Cold,723.2,28,93.67,287562.8,13
412,GA,Orange,Urban,Collector,29933,21.37,55,2,4,Concrete,30,210.57,17.61,8.17,56.48,2.2,79.38,None,2015,Continental,944.64,43,19.61,451531.77,10
413,IL,Fulton,State Highway,Minor Arterial,5378,6,65,2,4,Concrete,20,59.59,8.67,5.6,47.05,4.43,26.62,Resurface,2014,Arid,1190.48,92,99.02,574556.03,11
414,WA,Bexar,Urban,Local,41583,23.23,70,4,9,Concrete,31,205.37,8.24,2.55,4.8,4.99,60.33,Patch,2006,Continental,732.91,108,29.79,529097.76,19
415,TX,Orange,State Highway,Principal Arterial,86371,5.59,70,5,6,Concrete,33,244.47,0.71,2.63,88.2,3.52,66.89,Resurface,2004,Continental,717.94,26,64.24,1117423.91,21
416,WA,Harris,State Highway,Collector,30033,12.12,35,2,11,Asphalt,7,175.09,9.96,0.39,44.44,4.18,65.5,Patch,1993,Cold,1969.43,117,50.19,529969.37,32
417,NY,King,State Highway,Minor Arterial,25000,5.32,65,1,8,Composite,40,139.38,11.08,3.05,58.89,4.13,44.58,Resurface,2011,Cold,275.35,54,35.96,145116.06,14
418,CA,Duval,State Highway,Minor Arterial,76868,6.54,55,1,6,Concrete,47,119.36,11.18,7.45,13.92,2.42,34.66,Resurface,2006,Cold,1980.28,80,13.93,291214.98,19
419,GA,Fulton,Interstate,Local,43604,23.22,55,5,9,Asphalt,1,210.7,14.14,0.48,0.34,3.3,83.59,Reconstruction,2011,Tropical,285.95,4,13.48,581240.99,14
420,IL,King,Rural,Collector,69336,12.1,65,5,11,Composite,37,223.2,3.55,2.19,24.53,4.33,75.84,Reconstruction,2006,Temperate,719.01,51,71.15,644517.03,19
421,CA,King,Interstate,Collector,74869,13.5,65,4,11,Composite,31,267.74,5.04,7.06,70.46,3.75,32.13,Reconstruction,2003,Arid,1088.64,108,37.76,1120328.58,22
422,CA,King,Urban,Collector,6410,9.31,65,3,5,Composite,39,135.58,16.21,7.83,9.92,1.08,10.3,None,2003,Cold,457.94,12,96.13,877244.81,22
423,IL,Cook,Interstate,Collector,84375,16.94,45,1,3,Concrete,27,242.44,18.94,4.55,90.89,2.35,7.18,Reconstruction,2006,Arid,442.72,41,32.56,121298.94,19
424,TX,Duval,Interstate,Principal Arterial,57044,16.9,55,5,4,Concrete,36,190.34,2.72,6.98,21.5,1.58,9.43,Reconstruction,1997,Arid,661.36,14,98.35,420487.55,28
425,GA,Bexar,Urban,Collector,64315,12.44,70,1,9,Composite,40,270.71,9.95,3.88,20.46,1.93,58.29,Resurface,2023,Arid,1952.31,78,20.54,239763.85,2
426,NY,Cuyahoga,Urban,Minor Arterial,72344,11.66,55,5,8,Composite,0,181.95,4.28,1.6,18.15,4.62,5.17,Resurface,2015,Cold,884.21,17,10.28,1412081.58,10
427,WA,Duval,Urban,Minor Arterial,7796,22.7,45,2,3,Composite,40,179.41,1.2,3.98,1.4,1.15,33.69,None,2019,Cold,1218.79,49,31.26,400356.82,6
428,FL,Cook,Interstate,Principal Arterial,87716,12.67,65,1,7,Composite,9,194.47,6.51,5.8,77.18,1.88,75.32,Patch,2011,Temperate,1467.72,1,88.56,208629.74,14
429,WA,Cuyahoga,Interstate,Minor Arterial,55245,14.87,35,2,10,Composite,3,237.33,2.87,9.48,87.5,2.24,29.43,Resurface,2005,Cold,1536,86,52.19,481471.67,20
430,FL,Duval,Urban,Minor Arterial,44056,10.67,65,1,5,Composite,34,291.17,14.2,0.69,61.42,3.47,76.33,Resurface,2019,Cold,1438.47,106,13.57,88271.2,6
431,WA,King,Rural,Collector,18709,20.74,65,3,10,Asphalt,9,68.39,10.67,5.07,18.82,3.14,74.55,Patch,2005,Arid,806.47,12,20.25,880101.67,20
432,IL,Fulton,Rural,Minor Arterial,59557,12.95,45,4,3,Composite,46,63.36,2.88,3.29,28.53,1.87,24.58,None,2013,Temperate,401.11,106,31.13,564329.38,12
433,NY,Cuyahoga,State Highway,Principal Arterial,18543,15.27,55,2,3,Concrete,10,284.39,0.18,5.08,47.59,1.66,72.88,Resurface,2024,Continental,707.09,67,59.02,414120.21,1
434,GA,Harris,Urban,Collector,38418,10.07,65,5,10,Concrete,13,182.47,16.16,0.24,95.43,1.95,74.78,Reconstruction,1995,Cold,578.53,46,33.24,835770.03,30
435,FL,Harris,State Highway,Local,17724,24.75,55,3,8,Concrete,37,203.73,3.52,3.13,24.74,3.01,39.75,None,1993,Cold,445.3,117,74.71,501135.73,32
436,GA,Orange,Rural,Collector,4828,10.83,25,1,8,Composite,11,170.61,12.12,8.2,73.16,2.08,21.04,Patch,2007,Continental,244.09,118,61.63,225686.09,18
437,GA,Cuyahoga,State Highway,Principal Arterial,18087,20.41,70,2,2,Concrete,44,73.41,6.74,5.54,43.94,4.79,52.13,Patch,1995,Arid,1884.31,88,87.38,597331.15,30
438,GA,Fulton,Urban,Collector,13605,13.55,55,1,7,Asphalt,16,242.02,11.71,4.51,29.78,2.86,92.14,Reconstruction,2015,Temperate,1857.86,74,50.1,214764.96,10
439,OH,Bexar,Urban,Collector,32337,9.12,35,1,8,Composite,15,236.81,6.31,2.86,45.59,1.24,63.96,Reconstruction,2016,Arid,290.75,49,33.12,248514.78,9
440,TX,Cook,Urban,Principal Arterial,6482,20.99,70,1,7,Concrete,34,127.93,1.74,2.98,7.12,3.92,17.29,Reconstruction,2000,Tropical,511.55,111,99.63,56904.01,25
441,WA,King,Interstate,Collector,66333,11.67,35,4,7,Asphalt,1,126.56,4.46,3.83,79.87,2.32,68.28,None,2005,Cold,451.1,105,35.56,1010427.37,20
